EEID,FullName,JobTitle,Department,BusinessUnit,Gender,Ethnicity,Age,HireDate,AnnualSalary,Bonus%,Country,City,ExitDate
E00435,John Contreras,Engineer,Sales,Corporate,Female,Asian,44,17-11-2023,"$152,154",19%,United States,Manaus,########
E00436,Cassandra Armstrong,Coordinator,Engineering,Speciality,Male,Asian,56,12-06-2005,"$185,969",11%,China,Miami,########
E00437,Spencer West,Director,IT,Speciality,Male,Caucasian,44,17-12-2021,"$181,704",4%,United States,Manaus,########
E00438,Mrs. Andrea King,Vice President,IT,Speciality,Male,Other,36,21-11-2003,"$85,594",17%,Brazil,Seattle,########
E00439,Kelly Martinez,Director,Finance,Corporate,Male,Black,33,11-01-2005,"$177,185",28%,Germany,Miami,########
E00440,Robert Walker,Engineer,Sales,Speciality,Male,Latino,51,21-12-1996,"$198,016",14%,India,Manaus,28-05-2023
E00441,Christopher Arroyo,Consultant,Sales,Manufacturing,Male,Asian,33,14-12-2002,"$149,849",25%,Germany,Phoenix,29-03-2024
E00442,Kelly English,Engineer,Finance,Manufacturing,Male,Other,40,06-08-2017,"$92,586",23%,Germany,Manaus,########
E00443,Michael Oliver,Engineer,Engineering,Manufacturing,Male,Other,40,21-03-2011,"$113,798",13%,China,Austin,########
E00444,Amber Bryan,Director,Engineering,Manufacturing,Male,Black,23,07-09-2001,"$139,946",15%,China,Shanghai,03-10-2020
E00445,Christopher Carter,Analyst,Finance,Corporate,Male,Other,56,21-10-1997,"$56,528",7%,Germany,Austin,########
E00446,Frederick Rivera,Director,Marketing,Manufacturing,Female,Black,47,14-12-2002,"$170,394",5%,China,Chicago,########
E00447,Larry Roberts,Coordinator,Finance,Speciality,Male,Caucasian,40,31-10-2004,"$155,890",16%,Germany,Phoenix,########
E00448,Harold Robertson,Vice President,Sales,Speciality,Female,Latino,54,14-10-2004,"$136,222",16%,China,Seattle,########
E00449,Robert King,Sr. Manager,Marketing,Manufacturing,Male,Asian,42,12-10-1998,"$108,105",11%,Germany,Chicago,########
E00450,Stephanie Henry,Technical,Research,Corporate,Female,Asian,41,27-03-1998,"$110,715",3%,China,Rio de Janeiro,########
E00451,Dorothy Buckley,Technical,Engineering,Manufacturing,Male,Caucasian,22,21-06-2008,"$149,708",26%,Germany,Rio de Janeiro,########
E00452,Robert Gordon,Analyst,IT,Corporate,Male,Black,28,06-12-1996,"$199,837",17%,United States,Austin,########
E00453,Jamie Carroll,Vice President,Engineering,Corporate,Female,Other,48,06-04-1999,"$197,532",17%,United States,Phoenix,19-11-2022
E00454,Rhonda Orozco,Engineer,Marketing,Manufacturing,Female,Other,40,24-02-2012,"$157,568",4%,China,Miami,########
E00455,Sara Rodriguez,Consultant,Research,Speciality,Female,Asian,30,27-10-2006,"$69,712",5%,United States,Seattle,########
E00456,Whitney Baird,Sr. Manager,Sales,Manufacturing,Male,Caucasian,29,08-11-1995,"$132,389",10%,Germany,Phoenix,########
E00457,Jennifer Hill,Manager,Research,Manufacturing,Female,Caucasian,46,23-10-2014,"$175,341",5%,India,Manaus,########
E00458,James Berry,Engineer,Sales,Speciality,Male,Asian,52,24-09-2003,"$189,653",13%,China,Phoenix,########
E00459,Laura Wright,Consultant,Sales,Speciality,Female,Caucasian,56,13-01-1999,"$102,579",20%,United States,Manaus,########
E00460,Sean Gilbert,Consultant,Marketing,Speciality,Male,Latino,51,26-08-2021,"$192,357",4%,Brazil,Columbus,########
E00461,James Richardson,Sr. Manager,Sales,Corporate,Female,Asian,52,04-04-2020,"$151,718",18%,United States,Austin,########
E00462,Noah Campbell DDS,Consultant,Finance,Speciality,Male,Caucasian,23,14-11-1999,"$147,905",11%,India,Chicago,########
E00463,Juan Mitchell,Analyst,Finance,Corporate,Male,Caucasian,30,05-11-2003,"$158,546",3%,United States,Austin,########
E00464,Adam Franklin,Manager,Research,Speciality,Male,Caucasian,34,01-01-2011,"$191,683",6%,Germany,Columbus,########
E00465,Joshua Baker,Sr. Manager,Finance,Corporate,Female,Asian,52,12-04-2017,"$97,881",11%,Germany,Austin,########
E00466,Caroline Miller,Vice President,Marketing,Corporate,Male,Other,52,27-06-2008,"$124,807",19%,Brazil,Seattle,########
E00467,Chad Mitchell,Director,Sales,Corporate,Female,Asian,55,13-05-2018,"$73,652",10%,India,Chicago,########
E00468,Monica Rhodes,Analyst,IT,Corporate,Male,Caucasian,59,21-05-2007,"$115,030",16%,United States,Chicago,########
E00469,Stacey Lloyd,Analyst,Finance,Speciality,Male,Latino,36,28-12-2013,"$198,170",27%,China,Miami,05-08-2022
E00470,Jade Fields,Vice President,Engineering,Corporate,Male,Caucasian,29,07-02-2007,"$159,813",17%,India,Columbus,########
E00471,Megan Sullivan,Vice President,Research,Manufacturing,Male,Black,25,12-05-2014,"$180,781",22%,India,Phoenix,11-02-2024
E00472,Jamie Frederick,Director,Sales,Manufacturing,Male,Caucasian,23,18-01-1999,"$60,048",5%,China,Columbus,########
E00473,Daniel Kelley,Coordinator,IT,Speciality,Male,Asian,44,22-10-1998,"$94,359",26%,Germany,Phoenix,########
E00474,David Harrison,Analyst,IT,Corporate,Female,Black,46,22-03-1996,"$198,815",23%,Germany,Chicago,22-06-2023
E00475,Jeremy Freeman,Consultant,Finance,Speciality,Male,Black,44,30-05-2012,"$162,366",19%,India,Shanghai,########
E00476,Joseph Pierce,Director,Sales,Corporate,Male,Asian,49,05-09-1999,"$183,553",21%,United States,Columbus,20-09-2023
E00477,Heather Sims,Engineer,IT,Manufacturing,Male,Asian,60,08-11-2015,"$51,954",27%,China,Rio de Janeiro,########
E00478,Julie Miller,Analyst,Finance,Corporate,Female,Latino,53,05-05-2013,"$169,206",13%,United States,Chongqing,########
E00479,Joshua Jackson,Consultant,Research,Manufacturing,Male,Asian,33,20-09-2002,"$68,369",13%,China,Seattle,########
E00480,Julie Stanley,Coordinator,Engineering,Speciality,Male,Other,56,07-03-2011,"$170,442",12%,United States,Chicago,04-03-2022
E00481,Gregory Herring,Analyst,Finance,Speciality,Female,Latino,51,02-08-2012,"$108,945",5%,China,Rio de Janeiro,########
E00482,Stephen Adams,Engineer,Finance,Manufacturing,Female,Asian,47,27-10-1997,"$89,615",0%,United States,Phoenix,########
E00483,Megan Sosa,Sr. Manager,Sales,Manufacturing,Female,Black,46,12-11-2003,"$141,827",7%,Brazil,Chongqing,22-05-2023
E00484,Kimberly Anderson,Manager,Research,Corporate,Female,Other,41,16-07-2008,"$142,501",17%,Germany,Chongqing,30-03-2020
E00485,David Banks,Sr. Manager,Finance,Manufacturing,Male,Caucasian,44,09-08-2006,"$168,722",7%,India,Austin,########
E00486,Amber Sullivan,Manager,Research,Speciality,Female,Asian,33,14-05-1995,"$193,602",11%,Germany,Chongqing,########
E00487,Michelle Dawson,Technical,Marketing,Speciality,Female,Caucasian,54,02-10-1996,"$54,270",13%,India,Rio de Janeiro,########
E00488,Michael Baldwin,Coordinator,Research,Corporate,Male,Caucasian,37,19-11-2022,"$105,745",23%,Brazil,Columbus,########
E00489,Cassidy Vargas,Sr. Manager,Finance,Speciality,Female,Other,46,19-11-2009,"$61,080",2%,Germany,Columbus,09-05-2022
E00490,Matthew Clark,Analyst,Marketing,Corporate,Male,Latino,37,24-10-2013,"$135,252",16%,Germany,Seattle,03-08-2021
E00491,Amy Hoffman,Sr. Manager,Research,Corporate,Female,Latino,36,18-03-1996,"$171,741",25%,China,Columbus,07-05-2023
E00492,Kim Garcia,Coordinator,Finance,Speciality,Female,Asian,52,11-01-2009,"$141,951",24%,China,Chongqing,########
E00493,Lindsey Bright,Director,Finance,Manufacturing,Female,Other,38,29-08-2010,"$82,056",26%,Germany,Columbus,########
E00494,Crystal Miller,Engineer,Sales,Manufacturing,Male,Black,27,22-10-1999,"$119,807",16%,Germany,Phoenix,########
E00495,Elizabeth Farley,Sr. Manager,Engineering,Corporate,Male,Latino,47,03-11-2018,"$190,023",16%,Brazil,Austin,########
E00496,Kimberly Byrd,Coordinator,IT,Speciality,Male,Black,22,20-01-2018,"$137,340",17%,India,Chongqing,########
E00497,Daniel Frederick,Vice President,Sales,Speciality,Male,Asian,31,25-05-2011,"$195,093",29%,China,Miami,########
E00498,Jennifer Moore,Analyst,IT,Corporate,Male,Asian,27,11-10-2019,"$143,604",7%,China,Manaus,########
E00499,Kimberly Williams,Consultant,Research,Speciality,Female,Asian,33,11-11-2012,"$82,532",28%,Brazil,Columbus,########
E00500,Donna Pugh,Technical,Finance,Corporate,Male,Black,52,17-11-2020,"$191,961",20%,China,Chongqing,14-11-2021
E00501,Derek Wood,Technical,Sales,Corporate,Male,Latino,60,19-10-2013,"$178,675",25%,India,Chongqing,########
E00502,Daniel Williams,Manager,Finance,Manufacturing,Female,Black,56,04-05-2008,"$167,312",11%,India,Austin,05-02-2020
E00503,Austin Simpson,Technical,Sales,Speciality,Male,Black,50,26-10-2011,"$57,776",13%,Germany,Chongqing,########
E00504,James Schwartz,Sr. Manager,Research,Corporate,Female,Caucasian,48,02-02-2002,"$82,858",9%,India,Chicago,########
E00505,Michael Wheeler,Analyst,Finance,Manufacturing,Female,Other,53,23-02-2005,"$151,204",30%,Germany,Columbus,########
E00506,Miguel Romero,Technical,Finance,Corporate,Female,Latino,53,16-05-2009,"$80,689",9%,Brazil,Miami,########
E00507,Casey Carroll,Technical,Research,Manufacturing,Female,Latino,26,07-05-2021,"$132,933",20%,Brazil,Phoenix,########
E00508,Johnny Taylor,Technical,Research,Corporate,Female,Asian,52,19-10-1999,"$165,920",1%,India,Rio de Janeiro,########
E00509,Lisa Wilcox,Coordinator,IT,Manufacturing,Male,Black,27,24-10-1999,"$128,471",21%,China,Columbus,########
E00510,Christopher Robinson,Analyst,Engineering,Corporate,Female,Caucasian,46,30-07-2023,"$69,223",2%,China,Chongqing,########
E00511,Gina Salas,Director,Research,Speciality,Female,Black,37,23-01-2006,"$172,249",16%,Brazil,Columbus,########
E00512,Jennifer Turner,Consultant,IT,Manufacturing,Female,Latino,22,09-02-1999,"$89,227",13%,India,Miami,########
E00513,Derek Lee,Sr. Manager,Engineering,Speciality,Female,Caucasian,57,14-09-2007,"$154,572",25%,China,Miami,########
E00514,Mr. Jeffrey Thomas,Coordinator,Finance,Corporate,Male,Black,46,02-11-2016,"$90,149",9%,India,Miami,########
E00515,Stephanie Castillo,Technical,Engineering,Manufacturing,Male,Latino,53,25-11-2020,"$187,216",4%,Germany,Miami,########
E00516,Christina Wagner,Sr. Manager,IT,Manufacturing,Male,Asian,31,01-12-2004,"$116,848",12%,Brazil,Manaus,########
E00517,Christie Fitzgerald,Sr. Manager,Research,Speciality,Female,Caucasian,28,19-04-2003,"$117,356",7%,China,Phoenix,########
E00518,Cynthia Moss,Analyst,Finance,Manufacturing,Female,Latino,54,27-06-1999,"$85,088",24%,Brazil,Manaus,########
E00519,Gabriel Robertson,Sr. Manager,Marketing,Manufacturing,Male,Caucasian,29,04-08-2001,"$53,199",28%,India,Rio de Janeiro,########
E00520,John Chandler,Consultant,Finance,Speciality,Male,Black,22,29-05-2015,"$137,561",8%,United States,Austin,########
E00521,Cynthia Schneider,Technical,IT,Manufacturing,Female,Black,41,10-08-1998,"$100,794",17%,India,Seattle,########
E00522,Andre Holloway,Director,Finance,Manufacturing,Female,Other,47,11-10-1996,"$176,440",8%,United States,Seattle,########
E00523,Kathryn Benton DDS,Director,Marketing,Speciality,Female,Caucasian,44,01-10-1997,"$101,801",15%,United States,Columbus,03-07-2024
E00524,Shannon Patel,Sr. Manager,Marketing,Corporate,Male,Latino,57,09-11-1997,"$58,271",26%,United States,Shanghai,04-07-2022
E00525,Donna Davis,Coordinator,Finance,Speciality,Female,Black,40,21-05-2003,"$141,683",21%,Germany,Manaus,########
E00526,Donna Hughes,Analyst,Marketing,Corporate,Male,Asian,47,14-04-2016,"$141,701",13%,India,Chongqing,########
E00527,Daniel Cook,Vice President,IT,Speciality,Female,Other,47,21-11-1995,"$66,543",25%,United States,Columbus,########
E00528,Emily Gonzalez,Vice President,Finance,Corporate,Female,Latino,29,17-05-2010,"$72,979",12%,Germany,Phoenix,########
E00529,Mark Wells,Director,Engineering,Speciality,Female,Latino,39,02-08-2007,"$106,030",7%,Germany,Manaus,24-09-2020
E00530,Eric Peterson DVM,Analyst,Sales,Manufacturing,Female,Other,49,04-04-2021,"$188,937",17%,India,Seattle,########
E00531,Christine Clark,Analyst,IT,Manufacturing,Female,Other,31,20-04-2016,"$128,328",12%,China,Columbus,########
E00532,Jennifer Walker,Consultant,Research,Corporate,Female,Black,45,29-03-2023,"$50,515",14%,China,Shanghai,########
E00533,Robert Bridges,Vice President,Marketing,Corporate,Male,Latino,34,18-11-2014,"$102,371",3%,United States,Manaus,21-02-2024
E00534,Bryan Wells,Coordinator,Finance,Manufacturing,Male,Latino,57,25-04-2023,"$193,366",2%,Brazil,Miami,########
E00535,Heather Fisher,Director,Research,Manufacturing,Male,Caucasian,25,01-09-2015,"$162,061",24%,Germany,Chicago,########
E00536,Jeanette Harper,Engineer,Marketing,Corporate,Female,Other,23,13-04-1998,"$89,508",0%,India,Rio de Janeiro,########
E00537,Brian Wheeler,Vice President,IT,Speciality,Female,Latino,25,07-03-2004,"$190,756",4%,Brazil,Manaus,########
E00538,Cheryl Roman,Analyst,IT,Speciality,Female,Other,49,28-04-2017,"$168,310",29%,China,Seattle,24-08-2022
E00539,Sarah Johnson,Technical,Finance,Speciality,Female,Other,22,20-02-2011,"$98,942",4%,Brazil,Rio de Janeiro,########
E00540,Jeffrey Harrison,Coordinator,Engineering,Speciality,Male,Latino,51,12-12-2018,"$170,854",15%,India,Columbus,########
E00541,Shannon Tanner,Vice President,Engineering,Speciality,Male,Black,30,07-05-2019,"$175,601",0%,Germany,Rio de Janeiro,########
E00542,Catherine Juarez,Analyst,Engineering,Corporate,Female,Other,24,16-09-2021,"$96,924",23%,India,Rio de Janeiro,########
E00543,Anthony Maynard,Sr. Manager,Finance,Speciality,Male,Asian,44,29-03-2010,"$157,507",20%,United States,Shanghai,########
E00544,Matthew Brown,Technical,Marketing,Speciality,Female,Other,32,24-09-2012,"$135,793",19%,China,Chicago,########
E00545,Michelle Villegas,Analyst,Sales,Speciality,Female,Latino,48,14-11-2012,"$113,125",11%,China,Miami,########
E00546,Christopher Richards,Technical,Engineering,Manufacturing,Male,Caucasian,29,17-02-2013,"$122,104",19%,United States,Columbus,########
E00547,Shawn Morris,Engineer,Sales,Corporate,Female,Latino,34,07-05-2012,"$77,266",10%,United States,Chicago,########
E00548,Dr. Rachel Suarez,Coordinator,Finance,Speciality,Female,Asian,22,30-11-1995,"$156,444",15%,Germany,Phoenix,########
E00549,Steven Kelly,Technical,Engineering,Corporate,Male,Caucasian,35,20-09-1997,"$111,807",27%,United States,Chicago,########
E00550,Rebecca Moore,Sr. Manager,Research,Manufacturing,Male,Caucasian,53,11-01-2015,"$118,696",20%,Germany,Columbus,########
E00551,Ronald Ellis Jr.,Sr. Manager,Marketing,Corporate,Female,Caucasian,24,25-02-2007,"$110,018",16%,Germany,Shanghai,########
E00552,Melanie Cooper DVM,Consultant,Sales,Corporate,Female,Latino,52,22-04-2003,"$137,545",14%,China,Chicago,########
E00553,Anthony Kim,Analyst,IT,Corporate,Male,Caucasian,39,29-11-2021,"$71,860",23%,Germany,Miami,########
E00554,Melinda Avery,Director,IT,Corporate,Female,Asian,60,31-07-2001,"$86,707",8%,Germany,Shanghai,09-02-2020
E00555,James Aguirre,Vice President,Research,Corporate,Female,Latino,54,04-03-2023,"$117,049",2%,Germany,Phoenix,########
E00556,Mr. Michael Baker,Coordinator,Sales,Manufacturing,Female,Latino,33,04-02-1997,"$194,509",2%,United States,Manaus,########
E00557,David Aguilar,Director,IT,Speciality,Male,Latino,38,29-04-2001,"$119,642",16%,India,Phoenix,########
E00558,Edwin Turner,Sr. Manager,IT,Speciality,Female,Other,56,19-09-2010,"$88,181",11%,India,Austin,########
E00559,Sharon Levine,Sr. Manager,Sales,Speciality,Female,Black,59,14-07-2005,"$95,546",26%,China,Miami,########
E00560,Frank Anderson,Technical,Engineering,Manufacturing,Female,Latino,59,26-12-1997,"$64,428",12%,Brazil,Columbus,########
E00561,Lauren Morales,Analyst,Sales,Corporate,Female,Caucasian,27,22-10-2002,"$177,875",7%,Germany,Rio de Janeiro,########
E00562,Kayla Wilson,Vice President,Finance,Corporate,Male,Black,43,24-11-2008,"$183,838",3%,Germany,Miami,07-11-2020
E00563,Michael Taylor,Director,Research,Manufacturing,Female,Other,47,07-03-2001,"$127,095",7%,Brazil,Chicago,########
E00564,Linda Reed,Analyst,Finance,Manufacturing,Male,Latino,59,10-08-2000,"$175,550",18%,Brazil,Chicago,27-01-2022
E00565,Jordan West,Consultant,Engineering,Manufacturing,Female,Other,45,03-10-1998,"$64,817",22%,United States,Miami,########
E00566,April Nunez,Analyst,Research,Corporate,Female,Black,26,10-11-2022,"$165,312",1%,United States,Austin,########
E00567,Karen Soto,Sr. Manager,IT,Corporate,Male,Caucasian,52,29-11-1997,"$91,197",4%,China,Manaus,22-04-2020
E00568,David Nichols,Technical,Research,Speciality,Female,Black,29,24-09-2002,"$118,362",9%,Germany,Chicago,########
E00569,Tina Roberts,Vice President,Engineering,Corporate,Male,Other,32,30-06-2004,"$70,324",7%,Brazil,Miami,########
E00570,Kaitlyn Riley,Sr. Manager,Marketing,Corporate,Male,Black,47,22-04-2017,"$179,506",17%,United States,Seattle,########
E00571,Troy Young,Consultant,Research,Corporate,Male,Caucasian,22,31-10-2012,"$155,998",16%,China,Rio de Janeiro,21-06-2024
E00572,Stephanie Nolan,Manager,Finance,Manufacturing,Female,Black,58,15-05-1999,"$71,379",4%,China,Miami,########
E00573,Ana Sanders,Analyst,IT,Manufacturing,Female,Asian,37,01-12-2000,"$155,669",25%,China,Seattle,########
E00574,Matthew Hicks,Sr. Manager,Engineering,Manufacturing,Female,Asian,28,11-09-2011,"$146,128",11%,China,Chicago,########
E00575,Elizabeth Yang,Manager,Research,Manufacturing,Female,Black,39,19-12-1995,"$99,723",10%,Germany,Phoenix,########
E00576,Brian Velazquez,Sr. Manager,Sales,Corporate,Male,Caucasian,22,16-01-1996,"$138,731",16%,Germany,Seattle,########
E00577,Cynthia Glenn,Engineer,Research,Corporate,Male,Other,44,31-08-2017,"$142,230",25%,Germany,Chicago,########
E00578,Anthony Martinez,Manager,Marketing,Corporate,Female,Latino,30,08-12-2013,"$117,804",14%,Brazil,Miami,########
E00579,Cheryl Sullivan,Director,Marketing,Corporate,Male,Caucasian,32,12-10-1995,"$105,529",29%,China,Columbus,########
E00580,Kevin Moreno,Coordinator,Engineering,Speciality,Female,Latino,30,10-12-2015,"$85,333",9%,China,Phoenix,########
E00581,Douglas Hawkins,Analyst,Research,Corporate,Male,Caucasian,51,14-05-2017,"$153,677",14%,United States,Seattle,14-04-2023
E00582,Mia Taylor,Sr. Manager,Engineering,Corporate,Male,Asian,32,21-11-2002,"$57,774",13%,India,Manaus,########
E00583,Michael Flores,Technical,Engineering,Speciality,Female,Caucasian,54,07-05-1998,"$194,679",25%,United States,Columbus,########
E00584,Victoria Mccarthy,Director,Research,Manufacturing,Female,Asian,59,09-04-1998,"$100,311",13%,Brazil,Chicago,########
E00585,Russell Rodriguez,Director,IT,Manufacturing,Male,Caucasian,25,01-07-2016,"$51,966",4%,India,Austin,########
E00586,Scott Smith,Consultant,Sales,Speciality,Male,Other,39,01-02-2018,"$57,065",20%,Brazil,Seattle,########
E00587,Carla Smith,Consultant,Finance,Corporate,Female,Caucasian,54,24-04-2003,"$93,461",20%,United States,Chongqing,########
E00588,William Kelley,Sr. Manager,Finance,Corporate,Female,Caucasian,39,29-07-1997,"$162,157",25%,Germany,Austin,########
E00589,Debra Lynn,Consultant,Finance,Manufacturing,Female,Asian,46,18-09-2002,"$134,735",19%,Germany,Austin,########
E00590,Jason Ortega,Sr. Manager,Finance,Corporate,Female,Other,53,23-01-2016,"$172,959",18%,India,Manaus,04-06-2024
E00591,Jordan Nelson,Technical,Sales,Manufacturing,Female,Caucasian,40,19-05-2005,"$163,883",6%,India,Phoenix,########
E00592,Robert Scott,Coordinator,Sales,Corporate,Female,Black,23,08-08-1998,"$158,078",23%,Brazil,Seattle,########
E00593,Ruth Coleman,Manager,Finance,Corporate,Male,Black,30,12-04-2001,"$142,990",21%,United States,Manaus,########
E00594,Gregory Graham,Coordinator,Finance,Speciality,Male,Other,58,05-03-2012,"$174,611",15%,United States,Columbus,########
E00595,Crystal Kline,Director,Marketing,Corporate,Female,Other,43,05-12-2001,"$187,519",23%,India,Phoenix,########
E00596,John Chapman,Consultant,Research,Manufacturing,Male,Other,55,13-11-2000,"$178,684",24%,China,Rio de Janeiro,10-09-2022
E00597,David Williamson,Engineer,Finance,Corporate,Male,Black,52,22-10-1997,"$124,550",25%,Germany,Phoenix,########
E00598,Marcus Lynn,Sr. Manager,Marketing,Manufacturing,Female,Latino,37,26-02-2020,"$114,390",27%,China,Phoenix,########
E00599,Katherine Bryant,Sr. Manager,Engineering,Manufacturing,Female,Asian,51,27-11-2010,"$167,503",25%,China,Chongqing,########
E00600,Zachary Miller,Sr. Manager,IT,Corporate,Male,Black,46,01-06-2023,"$132,423",12%,Germany,Phoenix,########
E00601,Regina Rodriguez,Coordinator,Finance,Corporate,Female,Latino,45,06-10-2010,"$192,580",16%,Brazil,Phoenix,########
E00602,Bianca Mccoy,Engineer,Marketing,Speciality,Male,Latino,50,23-09-2017,"$142,509",10%,Germany,Rio de Janeiro,31-08-2022
E00603,Joseph Carr,Technical,Engineering,Manufacturing,Female,Caucasian,59,22-09-2002,"$100,361",20%,Germany,Phoenix,########
E00604,Eric Scott,Consultant,Engineering,Corporate,Male,Black,36,08-02-1997,"$125,198",11%,United States,Chongqing,########
E00605,Marie Dunn MD,Director,Finance,Manufacturing,Female,Asian,34,10-01-2010,"$165,733",15%,China,Rio de Janeiro,########
E00606,Michael Lawson,Manager,Engineering,Speciality,Female,Asian,33,03-06-2015,"$75,853",1%,Germany,Shanghai,########
E00607,Madison Taylor,Vice President,Marketing,Speciality,Female,Latino,51,25-11-1995,"$99,125",17%,China,Columbus,########
E00608,Brooke Torres,Consultant,Marketing,Corporate,Male,Latino,32,14-12-2005,"$91,676",12%,India,Miami,########
E00609,Henry Jackson,Analyst,Sales,Speciality,Female,Asian,35,11-09-2020,"$170,553",9%,United States,Shanghai,06-11-2020
E00610,Molly Hoffman,Analyst,Engineering,Speciality,Male,Latino,22,17-07-1995,"$113,189",12%,China,Seattle,########
E00611,Christopher Sullivan,Director,IT,Speciality,Female,Black,44,14-05-2012,"$114,823",11%,Germany,Shanghai,########
E00612,Isabel Johnson,Analyst,Marketing,Corporate,Male,Caucasian,45,08-07-2023,"$139,307",20%,Brazil,Manaus,########
E00613,Brian Thompson,Technical,Engineering,Manufacturing,Male,Caucasian,45,20-04-2013,"$167,750",25%,United States,Columbus,########
E00614,Kevin Hill,Analyst,Research,Manufacturing,Female,Black,31,25-10-2005,"$150,984",9%,Germany,Miami,########
E00615,Alison Acosta,Coordinator,Engineering,Manufacturing,Male,Other,49,26-05-2006,"$176,201",8%,Germany,Shanghai,########
E00616,Andrea Hardy,Director,Research,Speciality,Female,Caucasian,33,06-02-2010,"$55,052",7%,Germany,Seattle,########
E00617,Stephanie Bryant,Analyst,Research,Corporate,Female,Latino,55,28-03-1998,"$185,371",2%,China,Rio de Janeiro,20-07-2023
E00618,Shannon Mendoza,Manager,Research,Corporate,Female,Asian,40,14-01-2018,"$67,514",17%,Brazil,Columbus,########
E00619,Tina Cook,Consultant,Finance,Corporate,Male,Black,41,27-03-2001,"$165,478",0%,Germany,Chongqing,12-05-2024
E00620,Savannah Livingston,Coordinator,Marketing,Manufacturing,Female,Latino,45,05-05-2009,"$196,049",9%,India,Manaus,########
E00621,Christopher Johnson,Sr. Manager,Marketing,Speciality,Female,Caucasian,36,29-09-2011,"$141,979",13%,Brazil,Chicago,########
E00622,Jennifer Brady,Engineer,Research,Manufacturing,Female,Other,33,12-01-2002,"$108,520",19%,India,Shanghai,########
E00623,Jesus Wagner,Analyst,IT,Corporate,Male,Latino,38,02-07-2002,"$59,342",17%,Brazil,Shanghai,11-02-2021
E00624,Bruce Serrano,Consultant,Engineering,Speciality,Female,Black,35,08-06-2014,"$123,518",18%,India,Miami,########
E00625,Michael Brown,Sr. Manager,Marketing,Speciality,Female,Latino,36,13-07-1999,"$147,580",19%,United States,Phoenix,########
E00626,Megan Hale,Analyst,Sales,Manufacturing,Female,Caucasian,38,21-12-2018,"$104,867",29%,India,Seattle,########
E00627,John Daniel,Director,Marketing,Speciality,Female,Caucasian,48,01-07-2001,"$174,380",27%,India,Miami,########
E00628,Nicholas Velasquez,Vice President,Marketing,Corporate,Female,Asian,23,19-06-2017,"$89,149",12%,Germany,Austin,########
E00629,Stephen Goodman,Sr. Manager,Engineering,Corporate,Male,Other,35,30-04-2011,"$180,777",21%,Germany,Columbus,########
E00630,Meghan Glover,Vice President,IT,Corporate,Male,Black,58,19-05-2015,"$71,735",11%,Germany,Seattle,09-03-2020
E00631,Karen Franco,Analyst,Research,Manufacturing,Male,Asian,26,08-01-2008,"$177,511",25%,Germany,Austin,########
E00632,Charles Gonzalez,Analyst,Engineering,Manufacturing,Male,Asian,38,19-04-1995,"$93,849",3%,Brazil,Manaus,24-09-2021
E00633,Joan Chandler,Consultant,Engineering,Corporate,Female,Other,48,25-03-1995,"$99,975",17%,China,Rio de Janeiro,########
E00634,Mitchell Underwood,Vice President,Research,Manufacturing,Female,Other,58,13-08-2002,"$188,733",6%,Brazil,Phoenix,31-03-2022
E00635,Steven Clark,Vice President,Finance,Corporate,Female,Other,42,20-05-2008,"$120,322",14%,United States,Chicago,########
E00636,Amy Barnes,Manager,Research,Manufacturing,Male,Caucasian,45,30-08-2023,"$198,466",30%,Germany,Manaus,08-03-2024
E00637,Mr. Bryan Hill,Coordinator,Sales,Corporate,Female,Other,44,21-02-2018,"$109,780",18%,China,Chongqing,24-09-2024
E00638,Whitney Knapp,Sr. Manager,Engineering,Corporate,Female,Latino,38,16-10-2019,"$184,312",23%,India,Miami,########
E00639,Alexander Guerrero,Analyst,IT,Manufacturing,Male,Other,55,22-07-2004,"$88,414",10%,United States,Columbus,########
E00640,Aaron Jordan,Vice President,Finance,Corporate,Male,Black,40,07-04-2018,"$148,314",23%,Germany,Austin,########
E00641,Andrea Ray,Consultant,IT,Speciality,Male,Asian,56,11-04-2001,"$194,222",7%,United States,Chongqing,########
E00642,Justin Woodward,Sr. Manager,Finance,Speciality,Male,Asian,51,28-11-2014,"$114,744",4%,China,Chicago,########
E00643,Linda Holland,Director,Engineering,Speciality,Female,Black,27,13-01-2005,"$122,758",11%,United States,Manaus,########
E00644,Monica Leonard,Director,Marketing,Manufacturing,Male,Black,30,03-10-2019,"$158,864",24%,Brazil,Miami,########
E00645,Gregory Grimes,Coordinator,Sales,Speciality,Female,Caucasian,58,18-11-2007,"$162,820",0%,China,Manaus,########
E00646,Rebecca Fisher,Vice President,Engineering,Manufacturing,Male,Caucasian,54,18-01-2008,"$93,168",27%,Germany,Manaus,27-10-2020
E00647,Kimberly Meyer,Analyst,Sales,Manufacturing,Female,Black,41,05-06-2009,"$59,572",17%,China,Chongqing,04-12-2020
E00648,John Warren,Director,Marketing,Manufacturing,Female,Other,48,06-05-2021,"$51,209",5%,Brazil,Chongqing,12-04-2021
E00649,Victoria Jones,Vice President,IT,Corporate,Male,Latino,29,20-08-2004,"$102,773",18%,Brazil,Manaus,02-06-2020
E00650,Brittany Nelson,Sr. Manager,Research,Corporate,Male,Other,60,02-04-2012,"$130,604",20%,China,Phoenix,24-05-2020
E00651,Amber Terry,Manager,Sales,Speciality,Male,Latino,31,17-08-2000,"$117,695",15%,China,Shanghai,24-06-2024
